0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.06203699,0.012004673,0.049467754,0.013501762,-0.10054303,-0.04706544,0.0071125845,-0.08763565,0.018815735,0.048974283,0.024810942,-0.010004738,0.06555847,0.00088558975,-0.012151778,-0.018478261,-0.07169819,0.015709411,0.1066419,0.044402137,0.015772846,-0.028741077,-0.0055125705,-0.1021705,-0.08817789,-0.072744854,-0.015942335,-0.035723593,-0.021057231,-0.01864407,0.051011324,-0.10332214
0.054548435,0.01695412,-0.048312694,0.056945473,-0.014087679,-0.048456136,-0.024941454,0.08583636,0.056331363,-0.19011556,-0.20436272,0.051477786,0.039820272,0.059127636,0.008983101,0.07915897,-0.054769006,0.02165429,-0.019012224,0.079286605,0.032571457,-0.061249856,-0.053213686,-0.18302758,-0.046877272,-0.1313129,-0.12663326,-0.03352394,0.048058704,0.051427428,-0.041786164,-0.139282
0.010164646,0.090246186,0.088662446,-0.020187937,-0.047447305,-0.024702467,-0.09377389,0.042620905,0.05185839,0.013531689,0.010408223,0.063370205,-0.04170444,-0.03292419,-0.060115907,-0.017819427,0.024871316,0.061937105,0.037811723,0.032897014,0.005963289,0.025144808,-0.004026722,-0.0794647,-0.12488477,-0.089078784,-0.06889617,-0.07607688,-0.05004209,0.0488857,0.011670103,-0.06575236
0.028166547,-0.030505773,-0.03244438,-0.028816324,-0.09849938,0.033920616,-0.11249489,0.10327509,0.011968657,-0.021013789,-0.08037702,0.00035999288,0.0053014266,-0.050392028,-0.046506982,0.014754567,0.010203069,0.008065905,0.0029946354,0.006739102,-0.035542246,-0.1064786,-0.12072785,-0.044910308,-0.11800023,-0.103531875,-0.05268027,-0.08831605,-0.066075824,-0.006854432,0.11446174,-0.14643815
0.07971183,0.08274656,0.037681956,3.4696324e-05,-0.075488105,0.038867183,-0.038821127,0.06099455,0.023524934,-0.07747885,-0.12976396,-0.025797335,0.014044059,0.013201245,0.03143595,0.0022449822,0.0005864813,0.07341028,-0.01236502,0.0430742,0.07703901,-0.018502323,0.022802677,-0.14321974,-0.101179995,-0.05066242,-0.07933172,-0.08950729,0.019007685,0.12417266,0.12713113,-0.105912216
-0.008957887,0.08362403,0.07382298,0.05854938,-0.122621186,-0.038463507,-0.01969986,-0.10640226,0.048851132,-0.0060292166,-0.1064025,-0.10734838,0.017053686,0.011846237,0.10750445,-0.009003305,-0.019154256,0.017273597,-0.030603958,0.04806213,0.020372845,0.013096328,-0.0077870227,-0.09338849,-0.10615952,-0.12615192,-0.034601163,-0.04228414,-0.041173536,0.09168805,0.13671735,-0.05534154
-0.015846923,0.099348485,0.09663651,0.05876188,0.096083134,-0.14287928,-0.107890345,-0.028174264,0.020307772,0.056285635,-0.07833027,0.020387422,-0.021386338,-0.03353409,-0.05127256,0.031240359,-0.045477405,0.09899436,-0.019780692,0.08098577,0.057830516,0.048379295,-0.13265009,-0.13087085,-0.03189268,-0.102266274,-0.18904024,-0.06489649,-0.12955485,0.08298114,-0.009214032,-0.12809977
-0.0043388875,0.034800414,0.021144055,0.059035268,-0.10692448,-0.13099183,-0.0313916,0.042902574,-0.011425939,-0.05602913,-0.04829253,-0.07614538,0.04311842,-0.05128624,0.019955225,-0.010327351,-0.04554228,0.17231697,-0.025387157,0.05862123,0.021979826,-0.0049417466,-0.104335085,-0.16569372,-0.03991626,-0.040416125,-0.18889321,-0.020281587,-0.024953417,0.097074725,0.09899721,-0.06556093
-0.004826184,0.043273,0.12059902,-0.014066132,-0.048033517,0.051186755,-0.055928234,-0.039018515,0.06834005,0.08629177,-0.08300688,0.020507548,-0.09476747,0.037358195,-0.017848745,-0.011211898,-0.04643342,0.08373791,0.009270695,-0.0052051544,-0.0029230476,0.022438752,0.0020052735,-0.011357742,-0.069719255,0.025660839,-0.027928257,-0.09987153,-0.09428105,-0.05561451,0.024159541,0.01961145
0.07830926,0.024999117,-0.024921047,-0.0661265,-0.10421952,0.11798206,-0.117449336,0.04959138,-0.040795933,-0.083362326,-0.116557345,-0.019981546,-0.019533293,-0.082530476,-0.09262751,0.03749853,-0.09263629,0.09194442,0.074513346,0.048903704,-0.0131156985,-0.032131236,-0.02119695,-0.010085065,-0.01452594,-0.09672688,-0.015613786,-0.0015731168,-0.07986367,0.0070860866,0.016952034,-0.04994974
